147,anyone,pron,любой,Almost anyone can change a light bulb.,506,6.12
148,anything,pron,что-нибудь,I would not do it for anything.,191,16.758
149,anything,pron,что угодно,She's not anything like as strong as me.,191,16.758
150,anywhere,adv,где-нибудь,I don't know where I left my keys. They could be anywhere.,1345,1.84
151,anywhere,adv,нигде,"Anywhere you go in France, there will be bread and wine with dinner.",1345,1.84
152,anywhere,adv,где угодно,Anywhere is better than here!,1345,1.84
153,apart,adv,в стороне,a world apart,1097,2.385
154,apart,adv,отдельно,a world apart,1097,2.385
155,apartment,n,комната,,674,4.391
156,apartment,n,квартира,,674,4.391
157,apparently,adv,очевидно,"A man may be apparently friendly, yet malicious in heart.",1274,1.977
158,apparently,adv,по-видимому,Apparently you are quite a good dancer.,1274,1.977
159,appear,v,"являться, появляться",A great writer appeared at that time.,386,8.207
160,appear,v,казаться,He appeared quite happy with the result.,386,8.207
161,appearance,n,появление,His sudden appearance surprised me.,1960,1.117
162,appearance,n,наружность,His sudden appearance surprised me.,1960,1.117
163,apply,v,прикладывать,to apply cream to a rash,2400,0.823
164,apply,v,обращаться,to apply cream to a rash,2400,0.823
165,apply,v,"использовать, применять",to apply cream to a rash,2400,0.823
166,appreciate,v,ценить,I appreciate your efforts,1831,1.212
167,appreciate,v,высоко ставить,I appreciate your efforts,1831,1.212
168,appreciate,v,понимать ценность,I appreciate your efforts,1831,1.212
169,approach,n,приближение,"1991, Carol Lee Johnston, Jeanne Lazaris, Plane Trigonometry, A New Approach.",474,6.563
170,approach,v,приближаться,as he approaches to the character of the ablest statesman.,474,6.563
171,approach,n,обращаться,"""Would counsel please approach the bench?"" asked the judge.",474,6.563
172,arch,n,"арка, свод",,2278,0.891
173,arch,n,дуга,,2278,0.891
174,arch,v,перекрывать сводом,,2278,0.891
175,arch,n,выгибать,,2278,0.891
176,arch,n,"a- арочный, сводчатый",,2278,0.891
177,area,n,"площадь, пространство",The photo is a little dark in that area.,567,5.287
178,area,n,"район, область",The plans are a bit vague in that area.,567,5.287
179,argue,v,спорить,He also argued for stronger methods to be used against China.,1672,1.379
180,argue,v,"утверждать, доказывать",He argued his point.,1672,1.379
181,argument,n,"довод, аргумент","Parameters are like labeled fillable blanks used to define a function whereas arguments are passed to a function when calling it, filling in those blanks.",2305,0.871
182,argument,n,спор,The altitude is the argument of the refraction.,2305,0.871
183,around,adv,"кругом, вокруг",Is Clare around today?,94,41.067
184,around,adv,поблизости,Is Clare around today?,94,41.067
185,around,prep,"вокруг, по",Is Clare around today?,94,41.067
186,arrange,v,располагать,to arrange to meet;   to arrange for supper,1581,1.491
187,arrange,v,устраивать,to arrange to meet;   to arrange for supper,1581,1.491
188,arrange,v,договариваться,to arrange to meet;   to arrange for supper,1581,1.491
189,arrest,n,арест,The police have arrested a suspect in the murder inquiry.,1473,1.636
190,arrest,v,арестовывать,The police have arrested a suspect in the murder inquiry.,1473,1.636
191,article,n,статья,a sales article,2398,0.827
192,article,n,предмет,a sales article,2398,0.827
193,article,n,артикль,a sales article,2398,0.827
194,as,adv,как,"It's not as well made, but it's twice as expensive.",25,159.727
195,as,adv,"когда, в то время как","It's not as well made, but it's twice as expensive.",25,159.727
196,ash,n,"зола, пепел",,1762,1.272
197,ash,n,прах,,1762,1.272
198,asleep,a,спящий,I was asleep when you called.,1106,2.374
199,asleep,a,спать,I was asleep when you called.,1106,2.374
200,ass,n,зоол.-осел,,760,3.826
201,ass,n,"глупец, дурак, задница",,760,3.826
202,assault,n,нападение,,2332,0.858
203,assault,n,штурм,,2332,0.858
204,assault,v,нападать,,2332,0.858
205,assault,n,штурмовать,,2332,0.858
206,assignment,n,назначение,This flow chart represents the assignment of tasks in our committee.,2496,0.775
207,assignment,n,задание,This flow chart represents the assignment of tasks in our committee.,2496,0.775
208,assistant,n,помошник,an assistant surgeon,1461,1.659
209,assistant,n,ассистент,an assistant surgeon,1461,1.659
210,associate,v,"соединять(ся), ассоциировать(ся)",She associates with her coworkers on weekends.,2267,0.896
211,associate,v,общаться,She associates with her coworkers on weekends.,2267,0.896
212,assume,v,"предполагать, допускать","We assume that, as her parents were dentists, she knows quite a bit about dentistry.",1163,2.208
213,assume,v,брать на себя,"We assume that, as her parents were dentists, she knows quite a bit about dentistry.",1163,2.208
214,assure,v,"уверять, заверять",,1884,1.172
215,assure,v,гарантировать,,1884,1.172
216,at,prep,"около, у",Cars 2 is the most influential film of all time. Don't @ me.,21,181.403
217,at,prep,"в, на",Cars 2 is the most influential film of all time. Don't @ me.,21,181.403
218,attach,v,"прикреплять, привязывать","An officer is attached to a certain regiment, company, or ship.",1685,1.355
219,attach,v,"гл. образом  a- прикрепленный, привязанный","An officer is attached to a certain regiment, company, or ship.",1685,1.355
220,attach,v,арестованный,"An officer is attached to a certain regiment, company, or ship.",1685,1.355
221,attack,n,нападение,They claimed the censorship of the article was an attack on free speech.,810,3.509
222,attack,v,нападать,They claimed the censorship of the article was an attack on free speech.,810,3.509
223,attempt,n,попытка,It was worth the attempt.,1056,2.456
224,attempt,n,покушение,It was worth the attempt.,1056,2.456
225,attempt,v,пытаться,It was worth the attempt.,1056,2.456
226,attitude,n,позиция,The ballet dancer walked with a graceful attitude.,2323,0.862
227,attitude,n,отношение к,The ballet dancer walked with a graceful attitude.,2323,0.862
228,attorney,n,адвокат,,1361,1.815
229,attorney,n,юрист,,1361,1.815
230,audience,n,публика,We joined the audience just as the lights went down.,1380,1.784
231,audience,n,зрители,We joined the audience just as the lights went down.,1380,1.784
232,authority,n,власть,"I have the authority to penalise the staff in my department, but not the authority to sack them.",1844,1.202
233,authority,n,~s власти,"I have the authority to penalise the staff in my department, but not the authority to sack them.",1844,1.202
234,authority,n,авторитет,"I have the authority to penalise the staff in my department, but not the authority to sack them.",1844,1.202
235,available,a,имеющийся,We have an available candidate.,2480,0.783
236,available,a,"наличный, доступный",The list shows the available products in the store.,2480,0.783
237,available,a,годный,This is an available plea.,2480,0.783
238,available,a,действительный,"Hi, this is Mark Smith calling. Is your mother available?",2480,0.783
239,avenue,n,аллея,,1754,1.28
240,avenue,n,"проспект, авеню",,1754,1.28
241,avoid,v,избегать,I try to avoid the company of gamblers.,1336,1.861
242,avoid,v,уклоняться,I try to avoid the company of gamblers.,1336,1.861
243,awake,v,,,1418,1.728
244,awake,v,будить,,1418,1.728
245,awake,v,просыпаться,,1418,1.728
246,awake,v,перен. пробуждать,,1418,1.728
247,awake,v,бодрствовать,,1418,1.728
248,aware,a,"сознающий, знающий",Stay aware! Don't let your guard down.,1142,2.265
249,aware,a,"of знать, сознавать",Are you aware of what is being said about you?,1142,2.265
250,away,adv,далеко,At 9 o'clock sharp he awayed to bed.,105,35.252
251,away,adv,прочь,At 9 o'clock sharp he awayed to bed.,105,35.252
252,baby,n,ребенок,When is your baby due?,536,5.666
253,baby,n,малыш,When is your baby due?,536,5.666
254,baby,n,"разг., обычно к девушке: детка, крошка",When is your baby due?,536,5.666
255,back,n,спина,Could you please scratch my back?,50,86.088
256,back,a,задний,Could you please scratch my back?,50,86.088
257,back,adv,"назад, обратно",Could you please scratch my back?,50,86.088
258,back,v,двигаться назад,Could you please scratch my back?,50,86.088
259,background,n,задний план,The lawyer had a background in computer science.,1830,1.212
260,background,n,фон,The lawyer had a background in computer science.,1830,1.212
261,background,n,происхождение,The lawyer had a background in computer science.,1830,1.212
262,background,n,образование,The lawyer had a background in computer science.,1830,1.212
263,background,n,подготовка,The lawyer had a background in computer science.,1830,1.212
264,backward,a,обратный,They left without a backward glance.,1249,2.03
265,backward,a,отсталый,The occasional backward movement of planets is evidence they revolve around the sun.,1249,2.03
266,backward,adv,назад,a backward child,1249,2.03
267,backward,a,наоборот,a backward season,1249,2.03
268,backward,a,задом наперед,to throw the arms backward,1249,2.03
269,bad,a,"плохой, испорченный",Abducting children is bad for mothers.,347,9.42
270,bad,a,сильный,Abducting children is bad for mothers.,347,9.42
271,badly,adv,"плохо, дурно",He's never badly.,1677,1.369
272,badly,adv,очень,He's never badly.,1677,1.369
273,badly,adv,сильно,He's never badly.,1677,1.369
274,balance,n,весы,Blair thought he could provide a useful balance to Bush's policies.,1620,1.455
275,balance,n,равновесие,Blair thought he could provide a useful balance to Bush's policies.,1620,1.455
276,balance,v,взвешивать,Blair thought he could provide a useful balance to Bush's policies.,1620,1.455
277,balance,n,балансировать,Blair thought he could provide a useful balance to Bush's policies.,1620,1.455
278,ball,n,шар,a ball of spittle; a fecal ball,745,3.881
279,ball,n,мяч,a ball of spittle; a fecal ball,745,3.881
280,bandage,n,"бинт, повязка",,2356,0.848
281,bandage,v,"бинтовать, перевязывать",,2356,0.848
282,bang,n,удар,,1038,2.536
283,bang,n,стук,,1038,2.536
284,bang,v,ударить,,1038,2.536
285,bang,n,стукнуть,,1038,2.536
286,barely,adv,"только, просто",,1017,2.605
287,barely,adv,"едва, лишь",,1017,2.605
288,bark,n,лай,,1821,1.221
289,bark,v,лаять,,1821,1.221
290,bark,n,рявкать,,1821,1.221
291,bark,n,- лай,,1821,1.221
292,bark,n,лающий,,1821,1.221
293,base,n,основа,The logarithm to base 2 of 8 is 3.,907,3.063
294,base,n,база,The logarithm to base 2 of 8 is 3.,907,3.063
295,base,v,"основывать, базировать",The logarithm to base 2 of 8 is 3.,907,3.063
296,basement,n,"основание, фундамент",,1543,1.532
297,basement,n,подвал,,1543,1.532
298,basement,n,подвальный этаж,,1543,1.532
299,bastard,n,незаконнорожденный ребенок,,1126,2.328
300,bastard,n,разг.-груб. ублюдок и т.п.,,1126,2.328
301,bathroom,n,ванная,Most Americans don't know 'WC' and many Brits mock 'bathroom' but almost everyone understands 'toilet' or 'lavatory'.,734,3.951
302,bathroom,n,туалет,Most Americans don't know 'WC' and many Brits mock 'bathroom' but almost everyone understands 'toilet' or 'lavatory'.,734,3.951
303,batter,v,"сильно бить, колотить",,2261,0.9
304,batter,v,разбиваться,,2261,0.9
305,batter,v,биться,,2261,0.9
306,beach,n,пляж,,841,3.314
307,beach,n,взморье,,841,3.314
308,beam,n,луч,,1021,2.598
309,beam,n,сияние,,1021,2.598
310,beam,v,светить,,1021,2.598
311,beam,n,сиять,,1021,2.598
312,beard,n,борода,,1883,1.172
313,beard,n,борода и усы,,1883,1.172
314,beard,n,бородатый,,1883,1.172
315,beard,n,усатый,,1883,1.172
316,beast,n,зверь,,1366,1.811
317,beast,n,животное,,1366,1.811
318,beat,v,beat,a beat of the heart; the beat of the pulse,263,12.607
319,beat,v,"бить(ся), ударять(ся)",a beat of the heart; the beat of the pulse,263,12.607
320,beat,n,"ритм, такт, бой",a beat of the heart; the beat of the pulse,263,12.607
321,beauty,n,красота,"1988, ""… beauty and recollection, like danger, glamour, greed, hunger- everything but disappointment and desire- were concepts belonging to other people.” -Second Son, Robert Ferro""",1245,2.034
322,beauty,n,красавица,"1988, ""… beauty and recollection, like danger, glamour, greed, hunger- everything but disappointment and desire- were concepts belonging to other people.” -Second Son, Robert Ferro""",1245,2.034
323,become,v,,It hath becomen so that many a man had to sterve.,358,8.844
324,become,v,"становиться, делаться",It hath becomen so that many a man had to sterve.,358,8.844
325,before,prep,перед,I've never done this before.,121,30.422
326,before,adv,раньше,I've never done this before.,121,30.422
327,begin,v,,"I began playing the piano at the age of five.   Now that everyone is here, we should begin the presentation.",164,21.411
328,begin,v,начинать(ся),"The program begins at 9 o'clock on the dot.    I rushed to get to class on time, but the lesson had already begun.",164,21.411
329,begin,v,приступать,"I began playing the piano at the age of five.   Now that everyone is here, we should begin the presentation.",164,21.411
330,begin,v,также начало,"I began playing the piano at the age of five.   Now that everyone is here, we should begin the presentation.",164,21.411
331,behind,prep,за,to look behind,155,23.297
332,behind,adv,"сзади, позади",to look behind,155,23.297
333,believe,v,верить,I believe there are faeries.,277,12.219
334,believe,v,"полагать, думать",I believe there are faeries.,277,12.219
335,bell,n,звонок,I’ll give you a bell later.,1152,2.244
336,bell,n,колокол,I’ll give you a bell later.,1152,2.244
337,below,prep,"ниже, под",the landlubbers lying down below,564,5.298
338,below,adv,внизу,the landlubbers lying down below,564,5.298
339,bend,v,bent,There's a sharp bend in the road ahead.,798,3.56
340,bend,v,гнуть(ся),There's a sharp bend in the road ahead.,798,3.56
341,bend,v,сгибать,There's a sharp bend in the road ahead.,798,3.56
342,bend,v,наклонять,There's a sharp bend in the road ahead.,798,3.56
343,beneath,prep,"под, ниже",,716,4.095
344,beneath,adv,внизу,,716,4.095
345,beside,prep,рядом с,,522,5.948
346,beside,prep,около,,522,5.948
347,besides,prep,кроме,,1387,1.77
348,besides,adv,кроме того,,1387,1.77
349,best,a,лучший,I did my best.,439,7.307
350,best,adv,лучше всего,I did my best.,439,7.307
351,best,a,больше всего,I did my best.,439,7.307
352,bet,v,bet,Dylan owes Fletcher $30 from an unsuccessful bet.,1012,2.618
353,bet,v,"держать пари, спорить",Dylan owes Fletcher $30 from an unsuccessful bet.,1012,2.618
354,beyond,prep,за,"2017 July 13, Joseph Gamp ""Marvel release stirring new set images of Black Panther and we are BEYOND excited"" Metro (UK)",680,4.348
355,beyond,prep,"вне, сверх, выше","2017 July 13, Joseph Gamp ""Marvel release stirring new set images of Black Panther and we are BEYOND excited"" Metro (UK)",680,4.348
356,beyond,adv,вдали,"2017 July 13, Joseph Gamp ""Marvel release stirring new set images of Black Panther and we are BEYOND excited"" Metro (UK)",680,4.348
357,bill,n,счет,,421,7.542
358,bill,n,банкнота,,421,7.542
359,bind,v,bound,,2491,0.78
360,bind,v,связывать,,2491,0.78
361,bind,v,привязывать,,2491,0.78
362,bind,v,повязывать,,2491,0.78
363,bind,v,переплетать,,2491,0.78
364,bind,v,также переплет,,2491,0.78
365,bind,v,обшивка,,2491,0.78
366,bit,n,кусочек,A horse hates having a bit put in its mouth.,486,6.406
367,bit,n,~ немного,A horse hates having a bit put in its mouth.,486,6.406
368,bitch,n,сука,,1048,2.512
369,bitch,n,ругат. стерва,,1048,2.512
370,bite,v,bit,That snake bite really hurts!,880,3.16
371,bite,v,кусать(ся),That snake bite really hurts!,880,3.16
372,bite,v,жалить,That snake bite really hurts!,880,3.16
373,bite,n,укус,That snake bite really hurts!,880,3.16
374,bite,v,кусок,That snake bite really hurts!,880,3.16
375,bite,v,(bit также n- кусок),That snake bite really hurts!,880,3.16
376,blame,n,вина,Blame came from all directions.,1796,1.243
377,blame,n,упрек,Blame came from all directions.,1796,1.243
378,blame,v,"винить, порицать",Blame came from all directions.,1796,1.243
379,blank,a,"пустой, незаполненный",the double blank,1622,1.452
380,blank,n,"пустое, свободное место",the double blank,1622,1.452
381,blank,a,пробел,the double blank,1622,1.452
382,blast,n,взрыв,,1046,2.519
383,blast,n,порыв ветра,,1046,2.519
384,blast,v,взрывать,,1046,2.519
385,blaze,n,пламя,,2018,1.071
386,blaze,n,перен. вспышка,,2018,1.071
387,blaze,v,"пылать, гореть",,2018,1.071
388,bleed,v,bled,,1546,1.529
389,bleed,v,кровоточить,,1546,1.529
390,bleed,v,n- кровотечение,,1546,1.529
391,bleed,a,истекающий кровью,,1546,1.529
392,bless,v,благословлять,,2401,0.823
393,bless,v,также благословление,,2401,0.823
394,blind,n,штора,a duck blind,1084,2.436
395,blind,a,слепой,a duck blind,1084,2.436
396,blind,v,ослеплять,a duck blind,1084,2.436
397,blink,v,"мигать, моргать",,1086,2.423
398,blink,v,мерцать,,1086,2.423
399,block,n,глыба,a block of ice,668,4.434
400,block,n,квартал,a block of ice,668,4.434
401,block,n,преграда,a block of ice,668,4.434
402,block,v,преграждать,a block of ice,668,4.434
403,block,n,блокировать,a block of ice,668,4.434
404,blue,a,"синий, голубой",The boys in blue marched to the pipers.,435,7.334
405,blue,a,"n: the ~s -хандра, меланхолия",The boys in blue marched to the pipers.,435,7.334
406,blur,n,пятно,,2169,0.968
407,blur,n,помутнение,,2169,0.968
408,blur,v,пачкать,,2169,0.968
409,blur,n,затуманивать,,2169,0.968
410,board,n,доска,Each player starts the game with four counters on the board.,754,3.842
411,board,n,борт,Each player starts the game with four counters on the board.,754,3.842
412,board,v,посадка на борт,Each player starts the game with four counters on the board.,754,3.842
413,boat,n,лодка,a stone boat;  a gravy boat,583,5.124
414,boat,n,"судно, пароход",a stone boat;  a gravy boat,583,5.124
415,bolt,n,"засов, задвижка",,1329,1.868
416,bolt,n,шпингалет,,1329,1.868
417,bolt,n,болт,,1329,1.868
418,bolt,v,запирать на засов и др.,,1329,1.868
419,bomb,n,бомба,box office bomb,1112,2.356
420,bomb,v,бомбить,box office bomb,1112,2.356
421,bond,n,"связь, узы","Investors face a quandary. Cash offers a return of virtually zero in many developed countries; government-bond yields may have risen in recent weeks but they are still unattractive. Equities have suffered two big bear markets since 2000 and are wobbling again. It is hardly surprising that pension funds, insurers and endowments are searching for new sources of return.",1118,2.342
422,bond,n,оковы,"Investors face a quandary. Cash offers a return of virtually zero in many developed countries; government-bond yields may have risen in recent weeks but they are still unattractive. Equities have suffered two big bear markets since 2000 and are wobbling again. It is hardly surprising that pension funds, insurers and endowments are searching for new sources of return.",1118,2.342
423,bone,n,кость,to bone stays,831,3.377
424,bone,n,костяк,to bone stays,831,3.377
425,bone,n,останки,to bone stays,831,3.377
426,boom,n,"гул, рокот",,1662,1.403
427,boom,n,"бум, быстрый подъем",,1662,1.403
428,boom,v,греметь,,1662,1.403
429,boom,n,быстро расти,,1662,1.403
430,boot,n,ботинок,I booted the ball toward my teammate.,1211,2.108
431,boot,n,сапог,I booted the ball toward my teammate.,1211,2.108
432,booth,n,будка,,1155,2.23
433,booth,n,киоск,,1155,2.23
434,booth,n,палатка,,1155,2.23
435,border,n,граница,the borders of the garden,2254,0.909
436,border,v,граничить,the borders of the garden,2254,0.909
437,both,pron,оба,"""Did you want this one or that one?"" — ""Give me both.""",249,13.499
438,both,pron,и тот и другой,Both you and I are students.,249,13.499
439,bother,n,беспокойство,There was a bit of bother at the hairdresser's when they couldn't find my appointment in the book.,1013,2.616
440,bother,v,надоедать,There was a bit of bother at the hairdresser's when they couldn't find my appointment in the book.,1013,2.616
441,bother,n,беспокоить,There was a bit of bother at the hairdresser's when they couldn't find my appointment in the book.,1013,2.616
442,bottom,n,дно,Footers appear at the bottoms of pages.,844,3.305
443,bottom,n,"низ, нижняя часть",Footers appear at the bottoms of pages.,844,3.305
444,bounce,v,подпрыгивать,,1700,1.339
445,bounce,v,отскакивать,,1700,1.339
446,bounce,v,вскакивать,,1700,1.339
447,brain,n,мозг,She was a total brain.,825,3.415
448,brain,n,ум,She was a total brain.,825,3.415
